id,order_id,product_id,variant_id,sku,title,variant_title,product_type,vendor,quantity,price,total_discount,tax_lines,properties,requires_shipping,taxable,gift_card,variant_cost,fulfillment_status,fulfillment_service,grams
li7937039588,5001473,prod1235,var5973365056,nike-air-force-1-x-joker,Joker x Batman x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,192.11,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li3512019349,5001473,prod1226,var8036777259,nike-court-vision-x-gyar,Nike Court Vision x Gyarados Pokémon,,Nike Court Vision,Knickgasm,2,107.33,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li5299933947,5001474,prod1373,var8206224994,converse-x-harry-styles-,Converse x Harry Styles,,Converse,Knickgasm,1,99.84,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li4703569135,5001475,prod1157,var5193662987,nike-air-force-1-x-red-c,Red Camo x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,4.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
li9170527984,5001475,prod1032,var8072560990,nike-air-force-1-x-harry,Harry Potter x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.97,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li1241412775,5001475,prod1204,var5039361500,nike-air-force-1-x-rose-,Nike Air Force 1 x Rose,,Nike Air force 1,Knickgasm,1,155.04,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li7137748626,5001476,prod1282,var4398220330,nike-air-force-1-x-max-v,Nike Air Force 1 x Max Verstappen x Red Bull F1,,Nike Air force 1,Knickgasm,2,211.70,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li1630664206,5001477,prod1373,var5469859559,converse-x-harry-styles-,Converse x Harry Styles,,Converse,Knickgasm,2,99.84,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li6259851903,5001478,prod1198,var8724594395,nike-air-force-1-x-galax,Nike Air Force 1 x Galaxy Swoosh,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li4593751955,5001478,prod1312,var7627878266,nike-air-force-1-raw,RAW x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li9679764210,5001478,prod1119,var8293497166,nike-air-force-1-x-paste,Pastel Blue Splash x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,137.93,1.6,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li2703068598,5001479,prod1085,var3398821017,nike-air-force-1-x-trans,Transformer x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,217.89,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li6186742914,5001479,prod1394,var6633529896,nike-air-force-1-x-harry,Nike Air Force 1 x Harry Potter,,Nike Air force 1,Knickgasm,2,149.47,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li1042476722,5001480,prod1371,var7817261310,nike-air-force-1-x-red-d,Nike Air Force 1 x Red Drip,,Nike Air force 1,Knickgasm,1,133.65,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li8167940309,5001481,prod1060,var3914841930,nike-air-force-1-x-haiky,Haikyuu x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.77,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
li5670847102,5001482,prod1287,var4693210979,copy-of-nike-air-force-1,Cartooned Sketch x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,144.34,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li1976105793,5001483,prod1223,var7656599556,nike-air-force-1-x-goku-,Nike Air Force 1 x Goku x Vegeta,,Nike Air force 1,Knickgasm,2,179.62,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.6,fulfilled,manual,200
li1797508632,5001483,prod1038,var2179450375,nike-air-force-1-x-brazi,Brazil F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,157.21,2.6,[],[],True,True,False,3.2,fulfilled,manual,200
li9054842306,5001484,prod1324,var8975582543,nike-air-force-1-black-x,Nike Air Force 1 x Michael Jordan,,Nike Air force 1,Knickgasm,1,211.70,1.4,[],[],True,True,False,3.3,fulfilled,manual,200
li3703892529,5001484,prod1097,var3978236623,nike-air-force-1-x-scude,Scuderia Ferrari x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,179.62,3.4,[],[],True,True,False,4.1,fulfilled,manual,200
li7615897934,5001484,prod1027,var9872823121,tanjiro-x-muzan-x-demon-,Tanjiro x Muzan x Demon Slayer x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,193.26,8.0,[],[],True,True,False,9.8,fulfilled,manual,200
li6798422891,5001485,prod1004,var4161010771,spiderman-x-nike-air-for,Spiderman x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,157.29,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li6613196285,5001486,prod1258,var4702645283,nike-air-force-1-x-light,Lightning Thunder x Nike Air Force 1 Black,,Nike Air force 1,Knickgasm,2,158.25,3.6,[],[],True,True,False,4.3,fulfilled,manual,200
li9556562645,5001486,prod1383,var2994047442,nike-court-vision-x-peac,Nike Court Vision x Peach,,Nike Court Vision,Knickgasm,2,107.33,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li8586768637,5001486,prod1191,var3492994945,nike-air-force-1-with-ch,Nike Air Force 1 x Rope Laces - Black,,Nike Air force 1,Knickgasm,2,115.47,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li4572245480,5001487,prod1272,var8423848046,nike-air-force-1-x-zenit,Zenitsu x Demon Slayer x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,3.8,[],[],True,True,False,4.5,fulfilled,manual,200
li8432923979,5001488,prod1154,var1340423245,nike-air-force-1-x-red-v,Red Venom x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,115.47,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li9661038671,5001488,prod1354,var1886816519,nike-air-force-1-x-drake,Nike Air Force 1 x Drake x Post Malone,,Nike Air force 1,Knickgasm,2,149.69,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
li8653848836,5001489,prod1357,var9978155525,nike-court-vision-x-cart,Nike Court Vision x Cartoon,,Nike Court Vision,Knickgasm,2,107.33,2.4,[],[],True,True,False,2.9,fulfilled,manual,200
li1993061577,5001489,prod1314,var2987083105,nike-air-force-1-x-demon,Zenitsu x Demon Slayer x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li7567569344,5001489,prod1391,var9288425606,nike-air-force-1-x-galax,Nike Air Force 1 x Galaxy,,Nike Air force 1,Knickgasm,2,179.62,3.0,[],[],True,True,False,3.6,fulfilled,manual,200
li8466115992,5001490,prod1152,var7943335840,nike-air-force-1-x-india,ROKO x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,163.54,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li4165961222,5001490,prod1115,var8657657198,nike-air-force-1-x-red-d,Red Dior Custom x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,2.6,[],[],True,True,False,3.2,fulfilled,manual,200
li1281917433,5001490,prod1302,var1292498404,nike-air-force-1-with-ch,Nike Air Force 1 x Rope Laces - Biege,,Nike Air force 1,Knickgasm,1,115.47,4.0,[],[],True,True,False,9.8,fulfilled,manual,200
li6176208336,5001491,prod1214,var2097409988,converse-x-the-great-wav,Converse x The Great Wave off Kanagawa,,Converse,Knickgasm,1,127.03,1.4,[],[],True,True,False,3.3,fulfilled,manual,200
li4927236130,5001491,prod1242,var9629869335,nike-air-force-1-x-drago,Nike Air Force 1 x Dragon ball Z (Goku x Vegeta),,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li5739189541,5001491,prod1200,var7241095520,nike-air-force-1-x-luffy,Luffy x Zoro x Mismatched x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,204.69,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li6749711430,5001492,prod1289,var7435684907,nike-air-force-1-x-drago,Nike Air Force 1 x Dragon Ball Z,,Nike Air force 1,Knickgasm,2,201.02,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li4077060338,5001493,prod1213,var5019628177,nike-air-force-1-x-rick-,Nike Air Force 1 x Rick and Morty,,Nike Air force 1,Knickgasm,1,179.62,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li8687035265,5001493,prod1034,var9582447394,nike-air-force-1-x-liver,Liverpool F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,148.19,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
li8010755785,5001494,prod1174,var9176921594,nike-air-force-1-x-splat,Splatter x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li9585885210,5001495,prod1130,var2374813735,nike-air-force-1-x-speak,Taylor’s Version (Speak Now) x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,158.25,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li9256487788,5001495,prod1216,var1936343854,nike-air-jordan-1-lows-x,Cartoon x Nike Air Jordan 1 Lows,,Nike Air Jordan,Knickgasm,2,174.97,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li3491220694,5001495,prod1152,var7353528195,nike-air-force-1-x-india,ROKO x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,163.54,2.6,[],[],True,True,False,3.2,fulfilled,manual,200
li9302112549,5001496,prod1365,var2152788438,nike-court-vision-x-valo,Nike Court Vision x Valorant,,Nike Court Vision,Knickgasm,1,114.65,1.4,[],[],True,True,False,3.3,fulfilled,manual,200
li3435071495,5001496,prod1275,var6801401006,nike-air-force-1-x-coffe,Coffee Black Studded Swoosh x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,164.65,1.5,[],[],True,True,False,3.8,fulfilled,manual,200
li4401835045,5001496,prod1421,var8833136556,converse-x-my-hero-acade,My Hero Academia x Converse,,Converse,Knickgasm,2,123.87,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li6820717627,5001497,prod1326,var4151640580,nike-air-force-1-x-glitc,Glitch x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,143.28,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li8274530390,5001498,prod1374,var2315202804,nike-court-vision-x-bts,BTS x Nike Court Vision,,Nike Court Vision,Knickgasm,2,112.11,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li1931029769,5001498,prod1121,var3212777747,nike-air-force-1-x-red-s,Red Splatter x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,137.93,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li4122124221,5001499,prod1284,var4130408442,nike-air-jordan-lows-x-b,Nike Air Jordan Lows 1 x Bleach,,Nike Air Jordan,Knickgasm,1,204.69,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li1204755015,5001500,prod1425,var2845218708,converse-dream-chaser,Dream Chaser x Converse,,Converse,Knickgasm,2,103.50,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li6331397985,5001501,prod1278,var1153843747,nike-air-force-1-x-doggo,Nike Air Force 1 x Doggo,,Nike Air force 1,Knickgasm,2,158.25,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li8865957665,5001501,prod1062,var5569634757,nike-air-force-1-x-narut,Naruto x Sasuke x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.97,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li5693317273,5001502,prod1015,var3824446298,spain-national-f-c-x-nik,Spain National F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,176.30,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li3397157286,5001502,prod1094,var3465001028,adidas-sambas-x-pet-dog,Doggo x Adidas Sambas,,Adidas,Knickgasm,1,203.43,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li9810184153,5001503,prod1061,var6724444748,nike-air-force-1-x-charm,Charmander x Charlizard x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,8.0,[],[],True,True,False,9.8,fulfilled,manual,200
li6392694593,5001503,prod1017,var9445878844,spiderman-x-nike-air-for,Spiderman x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,167.68,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li6143125338,5001503,prod1412,var6470990533,nike-court-vision-x-blue,Nike Court Vision x Blue Sapphire Dragon,,Nike Court Vision,Knickgasm,2,107.33,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li5324586219,5001504,prod1100,var2959822534,nike-air-force-1-x-zlata,Zlatan Ibrahimović x Manchester United x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,165.73,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li1016734816,5001505,prod1187,var1385562584,nike-air-force-1-black-x,One Piece x Nike Air Force 1 Black,,Nike Air force 1,Knickgasm,1,181.83,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li3159014708,5001505,prod1226,var7594415616,nike-court-vision-x-gyar,Nike Court Vision x Gyarados Pokémon,,Nike Court Vision,Knickgasm,1,107.33,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li6954624896,5001505,prod1353,var6310323670,nike-air-force-1-x-black,Nike Air Force 1 x Black and White Drip,,Nike Air force 1,Knickgasm,2,136.86,3.4,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li5125522454,5001506,prod1093,var8988826688,nike-court-vision-x-red-,Red Cartoon x Nike Court Vision,,Nike Court Vision,Knickgasm,2,123.90,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li1710190809,5001506,prod1017,var8340099132,spiderman-x-nike-air-for,Spiderman x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,167.68,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li5716537948,5001507,prod1250,var5729744935,nike-air-force-1-x-luffy,Luffy x Zoro x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,1.5,[],[],True,True,False,3.6,fulfilled,manual,200
li6879589793,5001508,prod1035,var8174000577,nike-air-force-1-x-barce,Barcelona F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,156.25,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li8836196843,5001508,prod1308,var9407604045,nike-air-force-1-coffee-,Coffee Dip x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,136.11,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li4277241131,5001508,prod1074,var1689084202,nike-air-force-1-x-yello,Pink Comic x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li2160999978,5001509,prod1132,var1099837896,nike-air-force-1-x-scroo,Scrooge McDuck x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.97,3.6,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
li5885223848,5001510,prod1166,var5281364215,nike-air-force-1-black-x,Fire and Water x Nike Air Force 1 Black,,Nike Air force 1,Knickgasm,1,143.28,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li3038538302,5001510,prod1300,var2240439155,nike-air-force-1-x-dior-,Dior Custom x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li7447335844,5001511,prod1051,var7297931817,nike-air-force-1-x-mewtw,MewTwo x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,181.83,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li8227284120,5001511,prod1381,var5995296350,converse-x-one-piece-1,Luffy x Zoro x One Piece x Converse,,Converse,Knickgasm,2,127.03,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li7646906397,5001512,prod1323,var2232272192,nike-air-force-1-x-cyber,Nike Air Force 1 x Cyber Dragon,,Nike Air force 1,Knickgasm,1,147.54,1.2,[],[],True,True,False,2.9,fulfilled,manual,200
li5434893876,5001512,prod1410,var8950444961,converse-x-one-piece,One Piece x Converse,,Converse,Knickgasm,2,123.43,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li9402451621,5001513,prod1072,var5110859027,nike-air-force-1-x-brown,Mocha Brown Comic x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.3,fulfilled,manual,200
li6533143804,5001513,prod1103,var6461266090,nike-air-force-1-x-coffe,Coffee Cartoon (Brown Swoosh) x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,1.8,[],[],True,True,False,4.3,fulfilled,manual,200
li9248347687,5001514,prod1101,var7331263357,nike-air-force-1-x-black,Black Bling x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li1227151623,5001515,prod1229,var9211026472,nike-air-force-1-x-tanji,Nike Air Force 1 x Tanjiro x Zenitsu Demon Slayer Kimetsu No Yaiba,,Nike Air force 1,Knickgasm,2,168.94,2.6,[],[],True,True,False,3.2,fulfilled,manual,200
li3704508997,5001515,prod1073,var6345676219,nike-air-force-1-x-green,Green Comic x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li6530689969,5001516,prod1251,var5407953266,nike-air-force-1-x-taylo,Taylor’s Version x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,184.73,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li1914641746,5001516,prod1038,var7958830299,nike-air-force-1-x-brazi,Brazil F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,157.21,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li3469569280,5001517,prod1365,var6415721950,nike-court-vision-x-valo,Nike Court Vision x Valorant,,Nike Court Vision,Knickgasm,1,114.65,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li5293554265,5001517,prod1168,var4459372544,nike-air-force-1-x-luffy,Luffy Gear 5 Sun God Nikka x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,238.97,3.6,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
li9909519381,5001517,prod1351,var9791175967,nike-air-force-1-x-black,Black Dragon x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,4.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
li3218436630,5001518,prod1388,var8264130350,nike-air-force-1-x-paste,Pastel Candy x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li7157014468,5001519,prod1190,var9729430303,phillipp-plein-chunky-go,Phillipp Plein Chunky Godzilla Sneaker X Color Wave Custom,,Phillipp Plein Chunky Godzilla,Knickgasm,1,1109.79,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li9873517745,5001519,prod1169,var6067753139,nike-air-force-1-x-fire-,Fire and Ice Beasts x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,153.97,1.9,[],[],True,True,False,4.5,fulfilled,manual,200
li1191510869,5001519,prod1253,var2157246930,nike-air-force-1-x-laven,Dreamland butterfly x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,143.28,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li3221542218,5001520,prod1258,var9219852242,nike-air-force-1-x-light,Lightning Thunder x Nike Air Force 1 Black,,Nike Air force 1,Knickgasm,1,158.25,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li7747641006,5001520,prod1015,var1076076778,spain-national-f-c-x-nik,Spain National F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,176.30,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li7474642599,5001521,prod1249,var6859190060,nike-air-force-1-x-levi-,Nike Air Force 1 x Levi x Ackerman Attack On Titan,,Nike Air force 1,Knickgasm,1,158.25,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li3335978387,5001521,prod1300,var4739040570,nike-air-force-1-x-dior-,Dior Custom x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li5890035976,5001521,prod1227,var2312878566,nike-air-force-1-x-m3-gt,M3 GTR NFS Most Wanted x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,153.26,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li7824819122,5001522,prod1411,var7032650480,nike-air-force-1-x-wings,Wings x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,1.7,[],[],True,True,False,4.1,fulfilled,manual,200
li4198041174,5001522,prod1202,var5682484056,nike-air-force-1-x-rocks,Nike Air Force 1 x Rockstar Movie,,Nike Air force 1,Knickgasm,1,193.26,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li4333289390,5001522,prod1274,var2897473819,nike-air-force-1-x-levi-,Nike Air Force 1 x Levi x Titan ( attack on titan ),,Nike Air force 1,Knickgasm,1,201.02,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.5,fulfilled,manual,200
li4393607063,5001523,prod1371,var4451426914,nike-air-force-1-x-red-d,Nike Air Force 1 x Red Drip,,Nike Air force 1,Knickgasm,1,133.65,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.5,fulfilled,manual,200
li1417219126,5001524,prod1213,var2232820217,nike-air-force-1-x-rick-,Nike Air Force 1 x Rick and Morty,,Nike Air force 1,Knickgasm,2,179.62,2.8,[],[],True,True,False,3.3,fulfilled,manual,200
li7383633100,5001524,prod1334,var1638051396,nike-court-vision-x-luff,Luffy x Zoro x Nike Court Vision,,Nike Court Vision,Knickgasm,1,118.97,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li8988847510,5001524,prod1206,var1370425235,nike-air-force-1-x-blue-,Nike Air Force 1 x Blue Pastel Butterfly,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
li5840014930,5001525,prod1315,var2325171182,nike-air-force-1-x-narut,Naruto x Sasuke x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,187.11,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li2999762872,5001525,prod1084,var1906269283,nike-air-force-1-x-match,Matcha x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li3207472834,5001525,prod1280,var8320184119,nike-air-force-1-x-roses,Nike Air Force 1 x Roses,,Nike Air force 1,Knickgasm,2,136.86,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li8124848677,5001526,prod1286,var6939688933,nike-air-force-1-x-yoda-,Yoda x Darth Vader x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,211.70,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li3438069864,5001526,prod1316,var2071176641,nike-air-force-1-x-virat,Nike Air Force 1 x Virat Kohli,,Nike Air force 1,Knickgasm,2,179.62,3.8,[],[],True,True,False,4.5,fulfilled,manual,200
li2599169480,5001526,prod1112,var4596841077,nike-air-force-1-x-stitc,Stitch & Angel x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,158.25,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li2595310481,5001527,prod1378,var1307102083,nike-air-force-1-x-louis,Nike Air Force 1 x Louis Vuitton Custom,,Nike Air force 1,Knickgasm,1,148.57,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li6036521963,5001527,prod1315,var8387715240,nike-air-force-1-x-narut,Naruto x Sasuke x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,187.11,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li3807300551,5001528,prod1115,var4567589221,nike-air-force-1-x-red-d,Red Dior Custom x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li3792334862,5001529,prod1275,var5068014775,nike-air-force-1-x-coffe,Coffee Black Studded Swoosh x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,164.65,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li3419923637,5001530,prod1131,var7101876075,nike-air-force-1-x-scroo,Scrooge McDuck Custom x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,184.17,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li2883562018,5001530,prod1229,var6956650690,nike-air-force-1-x-tanji,Nike Air Force 1 x Tanjiro x Zenitsu Demon Slayer Kimetsu No Yaiba,,Nike Air force 1,Knickgasm,2,168.94,3.6,[],[],True,True,False,4.3,fulfilled,manual,200
li6514846664,5001531,prod1124,var8756052042,nike-air-force-1-x-blue-,Blue Splatter x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,137.93,1.7,[],[],True,True,False,4.1,fulfilled,manual,200
li7940084946,5001532,prod1101,var3977378914,nike-air-force-1-x-black,Black Bling x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li7938821352,5001532,prod1204,var7124427685,nike-air-force-1-x-rose-,Nike Air Force 1 x Rose,,Nike Air force 1,Knickgasm,1,155.04,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li9093971153,5001532,prod1354,var4182993890,nike-air-force-1-x-drake,Nike Air Force 1 x Drake x Post Malone,,Nike Air force 1,Knickgasm,1,149.69,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li7142508554,5001533,prod1112,var7592611838,nike-air-force-1-x-stitc,Stitch & Angel x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,158.25,1.6,[],[],True,True,False,3.9,fulfilled,manual,200
li1099301140,5001533,prod1223,var8857654465,nike-air-force-1-x-goku-,Nike Air Force 1 x Goku x Vegeta,,Nike Air force 1,Knickgasm,2,179.62,3.6,[],[],True,True,False,4.3,fulfilled,manual,200
li7689667666,5001534,prod1418,var1384153254,converse-x-flower-embroi,Converse x Flower Embroidery,,Converse,Knickgasm,1,99.84,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li2376032241,5001535,prod1143,var8291507250,nike-air-force-1-x-ferra,Ferrari F1 x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,143.28,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li8176965098,5001536,prod1297,var6772816128,nike-air-force-1-x-danie,Nike Air Force 1 x Daniel Ricciardo Shoey,,Nike Air force 1,Knickgasm,1,233.09,1.5,[],[],True,True,False,3.8,fulfilled,manual,200
